PROJECT NUMBER,BUILDING ID,PROJECT DESCRIPTION,SCHOOL NAME,SCHOOL ADDRESS,SED APPROVED ESTIMATE,DATE APPLICATION SUBMITTED TO SED,BOROUGH,POSTCODE,LATITUDE,LONGITUDE,COMMUNITY BOARD,COUNCIL DISTRICT,CENSUS TRACT,BIN,BBL,NTA
17IC,M108,AUDITORIUM UPGRADE - REPLACE AND UPGRADE AUDITORIU,P.S. 108 - MANHATTAN,1615 MADISON AVENUE,200000,03/16/2020,MANHATTAN,10029,40.795146,-73.948368,111,8,17401,1051584,1016140021,East Harlem South
17ID,M142,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TO,P.S. 142 - MANHATTAN,100 ATTORNEY STREET,200000,03/16/2020,MANHATTAN,10002,40.718383,-73.984452,103,1,1402,1004080,1003430001,Lower East Side
17IE,M061,MICELLANEOUS,P.S. 361 - MANHATTAN,610 EAST 12 STREET,50000,03/16/2020,MANHATTAN,10009,40.727892,-73.978525,103,2,28,1079053,1003940012,Lower East Side
17IF,M131,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TO,EMMA LAZARUS HIGH SCHOOL,100 HESTER STREET,200000,03/16/2020,MANHATTAN,10002,40.716553,-73.993092,103,1,16,1082489,1003010003,Chinatown
17IG,M025,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TO,MARTE VALLE HS - MANHATTAN,145 STANTON STREET,131647,03/16/2020,MANHATTAN,10002,40.720581,-73.985645,103,1,3001,1004323,1003540080,Chinatown
17IH,M022,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TO,NEW EXPLORATIONS - M,111 COLUMBIA STREET,139360,03/16/2020,MANHATTAN,10002,40.718895,-73.979308,103,2,2201,1004070,1003350001,Lower East Side
17II,R056,SCIENCE LAB UPGRADE,P.S. 56 - STATEN ISLAND,250 KRAMER AVE,350000,03/16/2020,STATEN IS,10309,40.542246,-74.214002,503,51,20801,5128148,5070440001,Rossville-Woodrow
17IJ,X082,AUDITORIUM UPGRADE - REPLACE AND UPGRADE AUDITORIU,I.S. 232 - BRONX,1700 MACOMBS ROAD,800000,03/16/2020,BRONX,10453,40.849532,-73.916077,205,14,21502,2008460,2028660070,University Heights-Morris Heights
17IK,K023,AUDITORIUM UPGRADE - REPLACE AND UPGRADE AUDITORIU,P.S. 23 - BROOKLYN,545 WILLOUGHBY AVENUE,127458,03/16/2020,BROOKLYN,11206,40.69407,-73.94756,303,36,25901,3048818,3017590013,Bedford
17IL,K161,MICELLANEOUS,P.S. 161 - BROOKLYN,330 CROWN STREET,108000,03/16/2020,BROOKLYN,11225,40.666181,-73.949013,309,35,319,3034181,3012970026,Crown Heights South
17IM,K188,AIR CONDITIONING SPLIT SYSTEM,P.S. 188 - BROOKLYN,3314 NEPTUNE AVENUE,444577,03/16/2020,BROOKLYN,11224,40.577217,-74.000194,313,47,328,3188726,3070060001,Seagate-Coney Island
17IN,K208,INDOOR BUILDING IMPROVEMENT - CONVERSION OF ADMINI,P.S. 208 - BROOKLYN,4801 AVENUE D,290000,03/16/2020,BROOKLYN,11203,40.642031,-73.931151,317,45,840,3105680,3047690025,East Flatbush-Farragut
17IO,K274,SCIENCE LAB UPGRADE,P.S. 274 - BROOKLYN,800 BUSHWICK AVENUE,250000,03/16/2020,BROOKLYN,11221,40.694921,-73.927931,304,34,393,3073752,3032410037,Bushwick South
17IP,K284,INDOOR BUILDING IMPROVEMENT - CONVERSION OF ADMINI,P.S. 284 - BROOKLYN,213 OSBORN STREET,282684,03/16/2020,BROOKLYN,11212,40.667377,-73.908214,316,41,912,3081460,3035440135,Brownsville
17IQ,K303,SCIENCE LAB UPGRADE,R. CARSON SCL OF COASTAL ST-K,501 WEST AVENUE,100000,03/16/2020,BROOKLYN,11224,40.5825,-73.973122,313,47,354,3196292,3072500025,West Brighton
17IR,K397,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TO,P.S. 397 - BROOKLYN,490 FENIMORE STREET,153001,03/16/2020,BROOKLYN,11203,40.658939,-73.94629,309,40,810,3107315,3048150020,Prospect Lefferts Gardens-Wingate
17IT,K425,MICELLANEOUS,JAMES MADISON HS - BROOKLYN,3787 BEDFORD AVENUE,130299,03/16/2020,BROOKLYN,11229,40.609912,-73.948512,315,48,642,3182721,3067880001,Madison
17IU,K142,MICELLANEOUS,I.S. 448 - BROOKLYN,610 HENRY STREET,38699,03/16/2020,BROOKLYN,11231,40.68007,-74.001377,306,39,63,3336036,3003690001,Carroll Gardens-Columbia Street-Red Hook
17IV,K580,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TO,GEORGE WESTINGHOUSE VOC. HS,105 JOHNSON STREET,319381,03/16/2020,BROOKLYN,11201,40.694926,-73.986015,302,33,13,3348041,3001310001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
17IW,M121,MICELLANEOUS,P.S. 38 - MANHATTAN,232 EAST 103 STREET,41148,03/16/2020,MANHATTAN,10029,40.788952,-73.944538,111,8,164,1052384,1016520016,East Harlem South
17IX,M083,MICELLANEOUS,P.S. 83 - MANHATTAN,219 EAST 109 STREET,40000,03/16/2020,MANHATTAN,10029,40.793194,-73.942548,111,8,180,1052436,1016590012,East Harlem North
17IY,M096,MICELLANEOUS,P.S. 96 - MANHATTAN,216 EAST 120 STREET,45317,03/16/2020,MANHATTAN,10035,40.800256,-73.937558,111,8,194,1074333,1017840012,East Harlem North
17IZ,M146,MICELLANEOUS,P.S. 146 - MANHATTAN,421 EAST 106 STREET,40000,03/16/2020,MANHATTAN,10029,40.789295,-73.939262,111,8,162,1052999,1017000001,East Harlem South
17J0,M013,MICELLANEOUS,EAST HARLEM SCHOLARS ACADEMY C,1573 MADISON AVENUE,79878,03/16/2020,MANHATTAN,10029,40.793763,-73.949381,111,8,17401,1051515,1016120050,East Harlem South
17J1,M171,MICELLANEOUS,P.S. 171 - MANHATTAN,19 EAST 103 STREET,40000,03/16/2020,MANHATTAN,10029,40.792122,-73.951961,111,8,168,1051497,1016090007,East Harlem South
17J2,M190,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TO,P.S. 290 - MANHATTAN,311 EAST 82 STREET,200000,03/16/2020,MANHATTAN,10028,40.775078,-73.953096,108,5,138,1049876,1015450005,Yorkville
17J3,M218,SCIENCE LAB UPGRADE,I.S. 293 - MANHATTAN,4600 BROADWAY,121499,03/16/2020,MANHATTAN,10040,40.86079,-73.930672,112,10,285,1076756,1021720016,Washington Heights North
17J4,M043,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION AND R,URBAN ASSEMBLY SCHOOL FOR THE,509 WEST 129 STREET,112366,03/16/2020,MANHATTAN,10027,40.815256,-73.955325,109,7,219,1059723,1019840033,Manhattanville
17J5,M117,MICELLANEOUS,I.S. 372 - MANHATTAN,240 EAST 109 STREET,40000,03/16/2020,MANHATTAN,10029,40.79307,-73.942303,111,8,170,1052433,1016560100,East Harlem South
17J6,M101,MICELLANEOUS,PS/IS 375 - MANHATTAN,141 EAST 111 STREET,40000,03/16/2020,MANHATTAN,10029,40.79564,-73.94441,111,8,172,1081346,1016390003,East Harlem South
17J7,M855,LIBRARY RECONSTRUCTION AND UPGRADE,ELEANOR ROOSEVELT HS - MANHATT,411 EAST 76 STREET,232000,03/16/2020,MANHATTAN,10021,40.770187,-73.953608,108,5,132,1045949,1014710005,Lenox Hill-Roosevelt Island
17J8,M465,SCIENCE LAB UPGRADE,HS FOR HEALTH CAREER & SCIENCE,549 AUDUBON AVENUE,191000,03/16/2020,MANHATTAN,10040,40.855855,-73.92712,112,10,277,1076751,1021600018,Washington Heights North
17J9,M477,GYMNASIUM UPGRADE,STUYVESANT HS - MANHATTAN,345 CHAMBERS STREET,256110,03/16/2020,MANHATTAN,10282,40.7177,-74.01399,101,1,31703,1084587,1000160215,Battery Park City-Lower Manhattan
17JA,M495,AIR CONDITIONING SPLIT SYSTEM,PARK EAST HS - MANHATTAN,230 EAST 105 STREET,240000,03/16/2020,MANHATTAN,10029,40.790543,-73.944356,111,8,170,1075643,1016540033,East Harlem South
17JB,M195,SCIENCE LAB UPGRADE,NEW DESIGN MIDDLE SCHOOL - MAN,625 WEST 133 STREET,98565,03/16/2020,MANHATTAN,10027,40.819481,-73.95761,109,7,22302,1059942,1020010005,Manhattanville
17JF,Q021,SCIENCE LAB UPGRADE,P.S. 21 - QUEENS,147-36 26TH AVENUE,269788,03/16/2020,QUEENS,11354,40.774512,-73.819284,407,19,1047,4108665,4048030001,Murray Hill
17JG,Q037,MICELLANEOUS,P.S. 37 - QUEENS,179-37 137 AVENUE,35000,03/16/2020,QUEENS,11434,40.67588,-73.758505,412,27,352,4279864,4129930118,St. Albans
17JH,Q085,SCIENCE LAB UPGRADE,P.S. 85 - QUEENS,23-70 31 STREET,160000,03/16/2020,QUEENS,11105,40.772863,-73.914708,401,22,115,4017485,4008420031,Steinway
17JI,Q100,BUILDING SYSTEM IMPROVEMENT - RECONSTRUCTION OF EL,P.S. 100 - QUEENS,111-11 118 STREET,283093,03/16/2020,QUEENS,11420,40.679984,-73.822078,410,28,102,4250416,4116230001,South Ozone Park
17JJ,Q144,MICELLANEOUS,P.S. 144 - QUEENS,69-20 JUNO STREET,40000,03/16/2020,QUEENS,11375,40.715281,-73.852412,406,29,729,4000000,4032120001,Forest Hills
17JK,Q147,MICELLANEOUS,P.S. 147 - QUEENS,218-01 116 AVENUE,35000,03/16/2020,QUEENS,11411,40.697309,-73.740948,413,27,598,4243743,4113000001,Cambria Heights
17JL,Q171,BUILDING ENVELOPE IMPROVEMENT - PARAPET RECONSTRUC,P.S. 171 - QUEENS,14-14 29 AVENUE,1484108,03/16/2020,QUEENS,11102,40.771336,-73.929086,401,22,83,4006046,4005370014,Old Astoria
17JM,Q171,SCIENCE LAB UPGRADE,P.S. 171 - QUEENS,14-14 29 AVENUE,160000,03/16/2020,QUEENS,11102,40.771336,-73.929086,401,22,83,4006046,4005370014,Old Astoria
17JN,Q196,MICELLANEOUS,P.S. 196 - QUEENS,71-25 113 STREET,40000,03/16/2020,QUEENS,11375,40.722782,-73.837946,406,29,75702,4052713,4022480100,Forest Hills
17JO,Q266,AUDITORIUM UPGRADE - REPLACE AND UPGRADE AUDITORIU,P.S./I.S. 266 - QUEENS,74-10 COMMONWEALTH BLVD,179935,03/16/2020,QUEENS,11426,40.746231,-73.727614,413,23,1567,4529900,4078700074,Bellerose
17JP,Q290,SCIENCE LAB UPGRADE,P.S. 290 - QUEENS,55-20 METROPOLITAN AVENUE,150000,03/16/2020,QUEENS,11385,40.713022,-73.908306,405,30,595,4080234,4033650027,Ridgewood
17JQ,Q892,MICELLANEOUS,P.S. 360 - QUEENS,199-10 112TH AVENUE,35000,03/16/2020,QUEENS,11412,40.702514,-73.756595,412,27,520,4235252,4109750001,St. Albans
17JR,Q440,MICELLANEOUS,FOREST HILLS HS - QUEENS,67-01 110 STREET,40000,03/16/2020,QUEENS,11375,40.729402,-73.845637,406,29,747,4052143,4021890002,Forest Hills
17JT,Q452,SCIENCE LAB UPGRADE,LONG ISLAND CITY HS - Q,14-30 BROADWAY,250000,03/16/2020,QUEENS,11106,40.765826,-73.9328,401,22,45,4467709,4005290002,Astoria
17JU,Q620,BUILDING SYSTEM IMPROVEMENT - RECONSTRUCTION OF EL,THOMAS A. EDISON HS - Q,165-65 84 AVENUE,125000,03/16/2020,QUEENS,11432,40.715389,-73.800369,408,24,452,4211027,4098670002,Briarwood-Jamaica Hills
17JV,X115,MICELLANEOUS,M.S. 363 - BRONX,120 EAST 184 STREET,60000,03/16/2020,BRONX,10468,40.859752,-73.900161,205,14,23703,2013899,2031720046,Fordham South
17JW,K239,SCIENCE LAB UPGRADE,I.S. 239 - BROOKLYN,2401 NEPTUNE AVENUE,211000,03/16/2020,BROOKLYN,11224,40.578188,-73.99203,313,47,330,3188221,3069650140,Seagate-Coney Island
17JX,K052,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TO,P.S. 52 - BROOKLYN,2675 EAST 29 STREET,306857,03/16/2020,BROOKLYN,11235,40.58792,-73.940532,315,48,600,3205435,3074740001,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
17JY,K460,LIBRARY RECONSTRUCTION AND UPGRADE,CYBERARTS STUDIO ACADEMY - K,237 7TH AVENUE,543000,03/16/2020,BROOKLYN,11215,40.669629,-73.979287,306,39,155,3025510,3010820001,Park Slope-Gowanus
17JZ,Q017,SCIENCE LAB UPGRADE,THE 30TH AVENUE SCHOOL,28-37 29 STREET,163482,03/16/2020,QUEENS,11102,40.768985,-73.922428,401,22,71,4007663,4005940001,Old Astoria
17K0,M104,AIR CONDITIONING SPLIT SYSTEM,I.S. 104 - MANHATTAN,330 EAST 21 STREET,185000,03/16/2020,MANHATTAN,10010,40.736094,-73.980663,106,2,64,1081671,1009260001,Gramercy
17K1,R887,INTERIOR SPACES,P.S. 80 CAFE (,715 OCEAN TERRACE,1000000,03/16/2020,STATEN IS,10301,40.608512,-74.102067,502,50,177,5113169,5006830001,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
17K2,X131,AIR CONDITIONING SPLIT SYSTEM,I.S. 131 - BRONX,885 BOLTON AVENUE,335000,03/16/2020,BRONX,10473,40.823526,-73.859662,209,18,42,2103869,2036440001,Soundview-Castle Hill-Clason Point-Harding Park
17K3,M440,AIR CONDITIONING SPLIT SYSTEM,QUEST TO LEARN - MANHATTAN,351 WEST 18 STREET,535000,03/16/2020,MANHATTAN,10011,40.742867,-74.002136,104,3,89,1013096,1007420007,Hudson Yards-Chelsea-Flatiron-Union Square
17K4,Q465,INDOOR BUILDING IMPROVEMENT - CONVERSION OF ADMINI,FREDERICK DOUGLASS ACADEMY VI,8-21 BAY 25 STREET,285000,03/16/2020,QUEENS,11691,40.60201,-73.762795,414,31,100802,4300730,4157360001,Far Rockaway-Bayswater
17K5,Q686,INDOOR BUILDING IMPROVEMENT - CONVERSION OF ADMINI,I.S./H.S. 167 - QUEENS,91-30 METROPOLITAN AVENUE,78000,03/16/2020,QUEENS,11375,40.711367,-73.856698,406,29,645,4447233,4038860800,Forest Hills
17K6,K020,MICELLANEOUS,P.S. 20 - BROOKLYN,225 ADELPHI STREET,75775,03/16/2020,BROOKLYN,11205,40.690765,-73.971376,302,35,183,3058531,3020910003,Fort Greene
17K7,K020,GYMNASIUM UPGRADE,P.S. 20 - BROOKLYN,225 ADELPHI STREET,186000,03/16/2020,BROOKLYN,11205,40.690765,-73.971376,302,35,183,3058531,3020910003,Fort Greene
17K8,K158,SCIENCE LAB UPGRADE,P.S. 158 - BROOKLYN,400 ASHFORD STREET,225000,03/16/2020,BROOKLYN,11207,40.672579,-73.884803,305,37,1150,3089176,3040150001,East New York
17K9,K460,MICELLANEOUS,MILLENIUM BROOKLYN HIGH SCHOOL,237 7TH AVENUE,100000,03/16/2020,BROOKLYN,11215,40.669629,-73.979287,306,39,155,3025510,3010820001,Park Slope-Gowanus
17KA,M022,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TO,NEW EXPLORATIONS - M,111 COLUMBIA STREET,139009,03/16/2020,MANHATTAN,10002,40.718895,-73.979308,103,2,2201,1004070,1003350001,Lower East Side
17KB,K038,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TO,P.S. 38 - BROOKLYN,450 PACIFIC STREET,400000,03/16/2020,BROOKLYN,11217,40.685264,-73.982639,302,33,39,3001183,3001910001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
17KC,K188,SCIENCE LAB UPGRADE,P.S. 188 - BROOKLYN,3314 NEPTUNE AVENUE,1000000,03/16/2020,BROOKLYN,11224,40.577217,-74.000194,313,47,328,3188726,3070060001,Seagate-Coney Island
17KD,K540,MICELLANEOUS,JOHN DEWEY HS - BROOKLYN,50 AVENUE X,100000,03/16/2020,BROOKLYN,11223,40.589268,-73.981738,313,47,308,3194998,3071850020,Gravesend
17KE,M057,MICELLANEOUS,P.S. 57 - MANHATTAN,176 EAST 115 STREET,47000,03/16/2020,MANHATTAN,10029,40.797577,-73.94128,111,8,182,1083184,1016400139,East Harlem North
17KF,R061,SCIENCE LAB UPGRADE,I.S. 61 - STATEN ISLAND,445 CASTLETON AVENUE,289755,03/16/2020,STATEN IS,10301,40.634009,-74.097826,501,49,67,5002227,5001000100,New Brighton-Silver Lake
17KG,K163,Auditorium Upgrade - replace and upgrade auditorium sound system and lighting.,P.S. 748 - BROOKLYN,1664 BENSON AVENUE,522000,03/27/2020,BROOKLYN,11214,40.607234,-74.007199,311,43,180,3167623,3063990026,Bath Beach
17KH,Q046,Building Additions,P.S. 46 - QUEENS,64-45 218 STREET,25463450,03/27/2020,QUEENS,11364,40.746202,-73.758752,411,23,1367,4162449,4076190001,Oakland Gardens
17KI,X058,Indoor Building Improvement,P.S. 58 - BRONX,459 EAST 176 STREET,2280091,03/27/2020,BRONX,10457,40.846162,-73.899264,206,15,395,2009540,2029090032,Claremont-Bathgate
17KJ,R048,Indoor Building Improvement,NAPLES STREET ELEMENTARY SCHOO,1055 TARGEE STREET,2966813,03/27/2020,STATEN IS,10304,40.60223,-74.091355,502,50,50,5046419,5031710001,Grasmere-Arrochar-Ft. Wadsworth
17KK,K102,Asbestos  abatement,P.S. 102 - BROOKLYN,211 72 STREET,64565,03/27/2020,BROOKLYN,11209,40.63402,-74.029036,310,43,68,3146491,3058900001,Bay Ridge
17KL,R048,Building Envelope Improvement - Parapet Reconstruction,NAPLES STREET ELEMENTARY SCHOO,1055 TARGEE STREET,2623893,03/27/2020,STATEN IS,10304,40.60223,-74.091355,502,50,50,5046419,5031710001,Grasmere-Arrochar-Ft. Wadsworth
17KM,Q169,Building Additions,P.S. 169 - QUEENS,18-25 212 STREET,27347139,03/27/2020,QUEENS,11360,40.782298,-73.779099,407,19,99704,4131147,4058650050,Ft. Totten-Bay Terrace-Clearview
17KN,K092,Building System Improvement - Reconstruction of Electrical Systems,P.S. 92 - BROOKLYN,601 PARKSIDE AVENUE,117618,03/27/2020,BROOKLYN,11226,40.656046,-73.953742,309,40,802,3115866,3050490055,Prospect Lefferts Gardens-Wingate
17KO,Q159,Asbestos  abatement,P.S. 159 - QUEENS,205-01 33 AVENUE,77233,03/27/2020,QUEENS,11361,40.76936,-73.783943,411,19,1099,4134525,4060380013,Bayside-Bayside Hills
17KP,Q085,Asbestos  abatement,P.S. 85 - QUEENS,23-70 31 STREET,21392,03/27/2020,QUEENS,11105,40.772863,-73.914708,401,22,115,4017485,4008420031,Steinway
17KQ,X058,Architectural and Barrier Removal,P.S. 58 - BRONX,459 EAST 176 STREET,9673501,03/27/2020,BRONX,10457,40.846162,-73.899264,206,15,395,2009540,2029090032,Claremont-Bathgate
17KR,R100,Leased Facility Improvements,3K CENTER @ 2389 RICHMOND,2389 RICHMOND AVENUE,4308952,03/27/2020,STATEN IS,10314,40.59031,-74.166186,502,51,27706,5146581,5023800600,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
17KT,M440,Building Envelope Improvement - Reconstruction of Exterior Masonry,JAMES BALDWIN SCHOOL - MANHATT,351 WEST 18 STREET,6833348,03/27/2020,MANHATTAN,10011,40.742867,-74.002136,104,3,89,1013096,1007420007,Hudson Yards-Chelsea-Flatiron-Union Square
17KU,R048,Building System Improvement - Boiler Conversion,NAPLES STREET ELEMENTARY SCHOO,1055 TARGEE STREET,8208099,03/27/2020,STATEN IS,10304,40.60223,-74.091355,502,50,50,5046419,5031710001,Grasmere-Arrochar-Ft. Wadsworth
17KV,R048,Building System Improvement - Reconstruction of Temperature Control System,NAPLES STREET ELEMENTARY SCHOO,1055 TARGEE STREET,1851775,03/27/2020,STATEN IS,10304,40.60223,-74.091355,502,50,50,5046419,5031710001,Grasmere-Arrochar-Ft. Wadsworth
17KW,X193,Emergency Stabilization,I.S. 318 - BRONX,1919 PROSPECT AVENUE,22540,03/27/2020,BRONX,10457,40.843546,-73.889755,206,17,36901,2094582,2029510032,East Tremont
17KX,M475,Indoor Building Improvement - Conversion of Administrative Space into Classrooms,HS FOR HEALTH PROF & HUMAN SER,345 EAST 15 STREET,643773,03/27/2020,MANHATTAN,10003,40.732447,-73.983031,106,2,48,1020419,1009220008,Gramercy
17KY,X058,Building Envelope Improvement - Reconstruction of Exterior Masonry,P.S. 58 - BRONX,459 EAST 176 STREET,8773500,03/27/2020,BRONX,10457,40.846162,-73.899264,206,15,395,2009540,2029090032,Claremont-Bathgate
17KZ,R040,Auditorium Upgrade - replace and upgrade auditorium sound system and lighting.,R373 SPED - STATEN ISLAND,91 HENDERSON AVENUE,350000,03/27/2020,STATEN IS,10301,40.640686,-74.095378,501,49,81,5001823,5000730064,West New Brighton-New Brighton-St. George
17L0,X160,Science Lab Upgrade,P.S. 160 - BRONX,4140 HUTCHINSON RIVER PARKWAY,500000,03/27/2020,BRONX,10475,40.864676,-73.824303,210,12,302,2072352,2051350200,Co-op City
17L1,K170,Auditorium Upgrade - replace and upgrade auditorium sound system and lighting.,P.S. 170 - BROOKLYN,619 72ND STREET,500000,03/27/2020,BROOKLYN,11209,40.630031,-74.018878,310,43,134,3146921,3058990001,Bay Ridge
17L2,K218,Auditorium Upgrade - replace and upgrade auditorium sound system and lighting.,SCHOOL FOR CLASSICS HS - BROOK,370 FOUNTAIN AVENUE,100000,03/27/2020,BROOKLYN,11208,40.670724,-73.874208,305,42,1118,3095977,3042780001,East New York
17L3,Q048,Building System Improvement - Installation of a Low-Voltage Electrical System,Q075 SPED - QUEENS,155-02 108 AVENUE,650000,03/27/2020,QUEENS,11433,40.694119,-73.797003,412,28,254,4216099,4101440042,South Jamaica
17L4,Q150,Auditorium Upgrade - replace and upgrade auditorium sound system and lighting.,P.S. 150 - QUEENS,40-01 43 AVENUE,375657,03/27/2020,QUEENS,11104,40.745537,-73.923776,402,26,18101,4002387,4001850001,Hunters Point-Sunnyside-West Maspeth
17L5,R048,Building Envelope Improvement - Parapet Reconstruction,NAPLES STREET ELEMENTARY SCHOO,1055 TARGEE STREET,1374095,03/27/2020,STATEN IS,10304,40.60223,-74.091355,502,50,50,5046419,5031710001,Grasmere-Arrochar-Ft. Wadsworth
17L6,R048,Building Envelope Improvement - Reconstruction of Exterior Masonry,NAPLES STREET ELEMENTARY SCHOO,1055 TARGEE STREET,1439351,03/27/2020,STATEN IS,10304,40.60223,-74.091355,502,50,50,5046419,5031710001,Grasmere-Arrochar-Ft. Wadsworth
17L7,K246,Indoor Building Improvement - Conversion of Administrative Space into Classrooms,I.S. 246 - BROOKLYN,72 VERONICA PLACE,598975,03/27/2020,BROOKLYN,11226,40.648608,-73.952821,317,40,794,3117381,3051100025,Erasmus
17L8,X058,Building Envelope Improvement - Window and Door Replacement,P.S. 58 - BRONX,459 EAST 176 STREET,514458,03/27/2020,BRONX,10457,40.846162,-73.899264,206,15,395,2009540,2029090032,Claremont-Bathgate
17L9,X058,Building Envelope Improvement - Parapet Reconstruction,P.S. 58 - BRONX,459 EAST 176 STREET,1217113,03/27/2020,BRONX,10457,40.846162,-73.899264,206,15,395,2009540,2029090032,Claremont-Bathgate
17LA,X058,Building Envelope Improvement - Parapet Reconstruction,P.S. 58 - BRONX,459 EAST 176 STREET,580135,03/27/2020,BRONX,10457,40.846162,-73.899264,206,15,395,2009540,2029090032,Claremont-Bathgate
17LB,K045,Building System Improvement - Reconstruction of Electrical Systems,P.S. 45 - BROOKLYN,84 SCHAEFER STREET,499818,03/27/2020,BROOKLYN,11207,40.686746,-73.910693,304,37,401,3079428,3034270011,Bushwick South
17LC,M171,Building System Improvement - Reconstruction of Electrical Systems,P.S. 171 - MANHATTAN,19 EAST 103 STREET,118258,03/27/2020,MANHATTAN,10029,40.792122,-73.951961,111,8,168,1051497,1016090007,East Harlem South
17LD,M435,Building System Improvement - Reconstruction of Electrical Systems,MANHTN CT FOR MATH & SCI. HS -,260 PLEASANT AVENUE,431773,03/27/2020,MANHATTAN,10029,40.793856,-73.934028,111,8,178,1053152,1017130001,East Harlem North
17LE,Q848,Building System Improvement - Reconstruction of Electrical Systems,P.S. 81 - QUEENS,511 SENECA AVENUE,63787,03/27/2020,QUEENS,11385,40.705315,-73.911909,405,34,545,4081987,4034340001,Ridgewood
17LF,X052,Building System Improvement - Reconstruction of Electrical Systems,I.S. 302 - BRONX,681 KELLY STREET,118708,03/27/2020,BRONX,10455,40.815429,-73.902139,202,17,83,2005133,2026860020,Longwood
17LG,X059,Building System Improvement - Reconstruction of Electrical Systems,P.S. 59 - BRONX,2185 BATHGATE AVENUE,82717,03/27/2020,BRONX,10457,40.852774,-73.893524,206,15,395,2011538,2030490037,Claremont-Bathgate
17LH,X111,Building System Improvement - Reconstruction of Electrical Systems,P.S. 111 - BRONX,3740 BAYCHESTER AVENUE,427648,03/27/2020,BRONX,10466,40.884343,-73.840254,212,12,484,2065992,2049160001,Eastchester-Edenwald-Baychester
17LI,K073,Building System Improvement - Reconstruction of Electrical Systems,BROOKLYN LANDMARK ELEMENTARY S,251 MACDOUGAL STREET,100227,03/27/2020,BROOKLYN,11233,40.680318,-73.910644,316,37,369,3041561,3015280001,Ocean Hill
17LJ,K208,Building System Improvement - Reconstruction of Electrical Systems,P.S. 208 - BROOKLYN,4801 AVENUE D,277986,03/27/2020,BROOKLYN,11203,40.642031,-73.931151,317,45,840,3105680,3047690025,East Flatbush-Farragut
17LK,K299,Building System Improvement - Reconstruction of Electrical Systems,P.S. 299 - BROOKLYN,88 WOODBINE STREET,349912,03/27/2020,BROOKLYN,11221,40.691077,-73.918152,304,34,399,3076734,3033580001,Bushwick South
17LL,K335,Building System Improvement - Reconstruction of Electrical Systems,P.S. 335 - BROOKLYN,130 ROCHESTER AVENUE,375657,03/27/2020,BROOKLYN,11213,40.674656,-73.927794,308,36,307,3035887,3013550023,Crown Heights North
17LM,M084,Building System Improvement - Reconstruction of Electrical Systems,P.S. 84 - MANHATTAN,32 WEST 92 STREET,393689,03/27/2020,MANHATTAN,10025,40.789526,-73.967574,107,6,177,1081042,1012050006,Upper West Side
17LN,Q080,Building System Improvement - Reconstruction of Electrical Systems,P.S. 80 - QUEENS,171-05 137 AVENUE,277986,03/27/2020,QUEENS,11434,40.67282,-73.769252,412,28,33402,4270056,4124950166,Springfield Gardens North
17LO,Q164,Building System Improvement - Reconstruction of Electrical Systems,P.S. 164 - QUEENS,138-01 77 AVENUE,276161,03/27/2020,QUEENS,11367,40.720924,-73.823362,408,24,77902,4142980,4066060002,Kew Gardens Hills
17LP,Q188,Building System Improvement - Reconstruction of Electrical Systems,P.S. 188 - QUEENS,218-12 HARTLAND AVENUE,472326,03/27/2020,QUEENS,11364,40.736177,-73.753159,411,23,129104,4164350,4077740165,Oakland Gardens
17LQ,Q213,Building System Improvement - Reconstruction of Electrical Systems,P.S. 213 - QUEENS,231-02 67 AVENUE,321562,03/27/2020,QUEENS,11364,40.747747,-73.745747,411,23,1377,4163698,4076770001,Oakland Gardens
17LR,R042,Building System Improvement - Reconstruction of Electrical Systems,P.S. 42 - STATEN ISLAND,380 GENESEE AVENUE,370927,03/27/2020,STATEN IS,10312,40.552523,-74.169464,503,51,17012,5074394,5056050001,Annadale-Huguenot-Prince's Bay-Eltingville
17LT,K023,Building System Improvement - Reconstruction of Electrical Systems,P.S. 23 - BROOKLYN,545 WILLOUGHBY AVENUE,384401,03/27/2020,BROOKLYN,11206,40.69407,-73.94756,303,36,25901,3048818,3017590013,Bedford
17LU,K046,Building System Improvement - Reconstruction of Electrical Systems,P.S. 46 - BROOKLYN,100 CLERMONT AVENUE,422725,03/27/2020,BROOKLYN,11205,40.694633,-73.971165,302,35,187,3058088,3020450011,Fort Greene
